numero_conteneur,numero_plombage,bruit_fond_debit_nsvh,bruit_fond_cps,interieur_conteneur_debit_nsvh,interieur_conteneur_cps,exterieur_conteneur_debit_nsvh,exterieur_conteneur_cps,apres_plombage_conteneur_debit_nsvh,apres_plombage_conteneur_cps,dose_gamma_chargement_debit_nsvh,dose_gamma_chargement_cps,contamination
CT2155,PL856097,80.18,1.1,82.65,1.06,79.78,1.13,79.64,0.95,63.44,0.37,0
CT4838,PL749969,30.82,0.89,33.09,0.89,29.97,0.84,32.45,0.82,82.47,1.46,1
CT2787,PL322724,85.68,0.41,90.06,0.52,86.13,0.47,86.7,0.49,72.75,0.82,0
CT4723,PL983194,83.18,0.82,84.49,0.79,84.88,0.93,86.09,0.69,64.05,1.68,0
CT1656,PL322320,38.26,0.38,38.91,0.33,40.5,0.31,39.3,0.4,76.65,1.9,1
CT0202,PL125939,72.05,1.65,73.97,1.61,72.33,1.63,70.92,1.69,41.45,0.93,0
CT1574,PL238155,43.48,1.59,43.39,1.59,43.53,1.65,44.74,1.68,80.07,0.4,1
CT4943,PL174601,80.19,0.57,85.64,0.5,80.61,0.64,78.48,0.64,80.5,0.69,0
CT0527,PL444894,64.17,0.91,63.98,0.85,65.85,1.04,60.17,0.78,60.65,0.64,0
CT4443,PL100159,39.73,1.26,40.97,1.08,41.2,1.28,40.12,1.44,72.12,1.01,1
CT0711,PL575853,31.51,1.75,33.28,1.84,30.65,1.75,35.3,1.9,87.7,1.28,1
CT4130,PL832847,45.96,0.68,45.64,0.69,47.63,0.55,47.23,0.74,64.85,1.4,1
CT3716,PL305735,47.15,1.11,47.48,1.1,48.79,1.22,45.83,1.17,51.96,1.76,0
CT4749,PL213000,39.39,0.77,44.58,0.83,39.65,0.67,41.39,0.87,61.31,0.91,1
CT0268,PL819094,73.23,0.58,73.39,0.56,73.2,0.58,74.75,0.55,34.09,0.82,0
CT0324,PL473616,44.62,0.54,46.27,0.58,44.32,0.45,45.13,0.37,42.63,1.48,0
CT2159,PL709996,32.46,1.84,34.75,1.81,34.58,1.79,36.68,1.8,71.36,0.78,1
CT1091,PL772108,42.52,0.43,42.64,0.26,42.76,0.39,43.69,0.25,71.34,1.27,1
CT2465,PL596758,50.15,1.33,50.96,1.36,52.05,1.4,49.59,1.38,79.5,0.98,1
CT0721,PL727083,43.92,0.75,45.82,0.83,45.85,0.78,45.55,0.64,77.14,0.78,1
CT0021,PL421879,38.98,1.55,37.43,1.6,41.96,1.51,40.85,1.51,87.53,1.64,1
CT0286,PL710490,46.29,1.6,44.08,1.63,46.78,1.75,45.89,1.46,59.85,0.62,1
CT4782,PL255344,38.49,1.98,39.3,1.99,39.46,2.06,36.47,1.93,62.23,1.95,1
CT1287,PL202974,76.05,1.24,77.37,1.15,76.15,1.33,73.61,1.23,88.87,1.12,1
CT3486,PL306487,63.69,0.57,66.21,0.44,64.48,0.57,59.64,0.62,60.79,1.87,0
CT0322,PL247443,48.66,1.22,46.05,1.11,49.99,1.18,51.23,1.28,62.12,1.93,1
CT4895,PL568947,52.87,0.62,54.68,0.58,51.17,0.5,48.09,0.64,55.16,1.15,0
CT2145,PL179083,60.4,0.58,62.25,0.43,63.28,0.6,62.4,0.49,83.12,0.51,1
CT1528,PL572327,80.63,0.63,80.95,0.62,81.3,0.51,83.67,0.71,68.06,1.82,0
CT3806,PL412229,39.24,1.43,41.48,1.32,39.41,1.37,36.95,1.46,59.93,1.19,1
CT3376,PL981220,38.5,0.45,36.05,0.44,37.55,0.39,35.87,0.43,63.87,1.21,1
CT0151,PL373109,55.82,0.56,58.32,0.61,57.5,0.57,54.01,0.31,70.01,0.38,1
CT3121,PL719745,87.65,0.67,90.2,0.53,88.71,0.76,89.37,0.57,72.22,1.02,0
CT3257,PL891542,42.28,0.73,37.94,0.7,43.65,0.7,43.83,0.6,72.53,0.65,1
CT0983,PL863185,76.86,1.75,76.97,1.53,77.33,1.89,75.54,1.73,70.78,0.81,0
CT2020,PL535423,59.24,0.87,59.69,0.88,56.21,1.0,56.36,0.99,69.62,1.74,1
CT4610,PL341225,49.48,1.82,51.81,1.99,45.07,1.75,48.14,1.67,39.54,1.68,0
CT1677,PL663178,33.27,1.2,34.15,1.21,31.71,1.1,32.14,1.29,60.54,0.93,1
CT4601,PL573314,43.46,0.97,44.75,0.89,42.94,1.06,42.22,0.98,57.73,0.52,1
CT0996,PL350875,62.85,1.79,64.91,1.7,60.68,1.8,65.05,1.78,86.29,0.86,1
CT3013,PL917052,87.73,0.38,90.64,0.25,91.59,0.33,83.18,0.35,66.63,1.1,0
CT0576,PL675581,35.69,0.58,37.73,0.56,33.68,0.6,32.06,0.62,32.44,0.66,0
CT0516,PL311810,30.32,0.8,31.48,0.85,32.24,0.93,33.1,0.85,85.64,0.36,1
CT2972,PL304366,84.7,1.27,85.26,1.2,83.92,1.29,84.09,1.37,68.54,0.76,0
CT3630,PL131852,67.4,0.92,68.6,0.8,66.38,1.04,68.06,0.87,67.86,1.58,0
CT3510,PL430817,46.17,0.8,47.38,0.84,49.14,0.76,44.86,0.68,38.97,0.88,0
CT1470,PL978806,30.44,0.41,30.55,0.51,33.3,0.59,27.15,0.33,87.12,1.78,1
CT3120,PL291775,66.97,1.16,67.12,1.13,68.01,1.15,67.67,1.29,81.8,0.53,1
CT0318,PL408987,68.08,1.61,68.96,1.46,65.18,1.64,68.76,1.81,38.15,0.89,0
CT3970,PL292512,31.79,0.56,29.99,0.55,28.31,0.58,31.72,0.6,69.04,1.87,1
CT0101,PL679879,31.19,1.46,35.38,1.33,32.83,1.47,29.97,1.6,62.6,1.1,1
CT2272,PL739282,37.24,1.24,39.33,1.19,38.1,1.45,34.44,1.33,83.74,1.35,1
CT3352,PL338404,61.18,1.26,64.01,1.34,62.26,1.07,61.16,1.43,54.67,1.35,0
CT2956,PL589626,82.68,0.68,83.25,0.63,85.09,0.76,82.66,0.56,63.71,1.33,0
CT4681,PL541048,86.64,1.16,87.28,1.12,86.16,1.24,85.7,1.16,82.31,1.95,0
CT1750,PL144813,64.67,0.8,66.2,0.65,64.62,0.8,66.29,0.95,58.46,1.88,0
CT1199,PL280448,65.52,1.17,70.11,1.2,66.59,1.2,68.5,1.25,30.31,1.38,0
CT2586,PL571828,61.1,1.2,58.2,1.35,60.06,1.22,62.36,1.23,36.95,1.97,0
CT2426,PL796595,53.57,1.86,51.36,1.93,54.51,1.89,54.15,1.77,84.85,1.32,1
CT2136,PL770611,44.93,0.55,49.07,0.59,46.15,0.69,43.7,0.44,81.37,0.41,1
CT3519,PL358635,59.57,0.97,60.9,0.99,58.79,0.88,60.63,1.01,60.9,0.66,0
CT0699,PL638685,64.6,0.61,66.6,0.59,63.04,0.8,69.8,0.63,85.33,0.43,1
CT3085,PL928965,70.04,1.73,71.36,1.57,72.42,1.75,68.28,1.64,75.87,1.28,0
CT0698,PL734736,66.23,1.16,64.6,1.19,61.84,1.33,65.2,1.03,78.19,1.86,1
CT4512,PL132441,41.28,1.89,41.58,2.02,42.34,2.08,38.16,1.98,85.38,1.61,1
CT3567,PL141971,67.32,1.98,68.24,1.98,63.03,1.95,68.4,2.12,37.95,1.17,0
CT4802,PL975512,56.23,1.41,55.9,1.31,55.39,1.45,56.33,1.61,83.72,1.42,1
CT1681,PL599137,67.92,1.09,65.65,1.2,66.09,1.15,67.77,1.14,53.13,0.92,0
CT1138,PL435623,60.04,1.07,63.33,1.05,61.1,1.06,59.01,1.13,85.33,1.42,1
CT3861,PL851496,60.68,1.67,59.2,1.5,58.68,1.59,62.74,1.63,67.63,0.65,0
CT0246,PL840976,38.66,1.18,39.08,1.29,37.66,1.09,36.92,1.3,44.42,1.34,0
CT0031,PL447449,51.7,1.28,49.63,1.37,55.47,1.39,52.34,1.23,61.15,1.5,1
CT1591,PL595553,71.64,0.52,71.19,0.58,70.62,0.68,67.6,0.47,81.25,1.65,1
CT2319,PL388161,31.0,1.04,32.52,1.02,29.3,1.01,34.71,1.07,87.52,1.7,1
CT2575,PL648884,81.11,1.35,80.45,1.32,80.8,1.4,80.72,1.31,48.45,1.39,0
CT2685,PL789115,88.86,0.39,90.35,0.55,89.21,0.37,87.8,0.35,66.43,1.43,0
CT3236,PL531116,35.71,0.6,36.28,0.59,39.26,0.64,34.36,0.55,61.15,1.35,1
CT3981,PL515648,60.64,0.93,60.77,0.78,61.48,0.9,60.92,0.85,65.64,1.14,0
CT0822,PL604492,56.93,1.68,54.36,1.78,57.35,1.74,58.24,1.72,70.41,0.53,1
CT1017,PL105569,41.47,1.33,41.96,1.46,35.96,1.26,40.67,1.48,56.77,1.65,1
CT2531,PL858470,48.58,1.89,46.97,1.83,49.93,1.88,48.85,1.72,37.38,1.52,0
CT2565,PL504772,76.66,1.12,73.13,1.07,76.96,1.13,78.01,1.18,76.1,1.35,0
CT1292,PL789376,43.56,0.57,45.35,0.46,40.86,0.47,40.72,0.57,73.89,0.78,1
CT1661,PL808662,54.98,1.79,60.43,1.87,56.66,1.87,56.6,2.0,77.14,1.44,1
CT1530,PL697794,71.24,1.11,73.93,1.07,73.25,1.05,69.16,1.08,75.65,0.88,0
CT0701,PL219180,52.27,0.9,54.81,0.84,50.23,0.82,55.88,0.76,85.96,1.0,1
CT3132,PL285165,47.35,0.79,46.98,0.71,49.11,0.99,49.24,0.7,80.09,1.06,1
CT4697,PL860278,76.29,1.34,73.53,1.47,80.44,1.35,77.41,1.53,88.86,1.08,1
CT4729,PL834275,63.42,1.53,60.91,1.45,67.63,1.47,61.44,1.6,84.17,0.43,1
CT4848,PL792137,66.16,1.45,67.93,1.5,65.07,1.51,65.25,1.46,69.15,1.24,0
CT3015,PL548532,47.37,1.04,45.33,1.1,48.39,1.14,48.62,1.03,38.45,1.41,0
CT0739,PL138102,72.24,1.03,71.69,1.01,75.25,0.99,76.83,1.02,38.79,1.15,0
CT4209,PL567243,72.06,1.73,76.51,1.79,76.8,1.72,72.08,1.74,33.62,1.24,0
CT2864,PL587689,77.48,1.82,79.01,1.69,80.48,1.9,78.35,1.88,50.03,1.41,0
CT2016,PL278589,59.95,1.31,61.0,1.16,60.64,1.28,56.45,1.33,80.62,0.9,1
CT2011,PL425996,60.12,1.25,59.98,1.23,59.38,1.2,61.34,1.28,32.62,1.12,0
CT3538,PL688158,55.86,1.6,55.03,1.53,55.87,1.64,55.02,1.41,86.12,1.87,1
CT4155,PL832722,57.0,0.41,60.65,0.42,56.81,0.26,57.83,0.27,50.01,0.74,0
CT1314,PL756282,62.69,1.71,64.43,1.59,62.38,1.72,65.14,1.57,79.66,1.82,1
CT1019,PL728861,55.86,0.95,53.16,0.96,54.43,0.93,59.06,0.86,87.06,0.9,1
CT4065,PL924824,47.55,1.07,50.46,0.96,45.97,1.05,48.36,0.96,62.62,1.78,1
CT2788,PL614003,39.93,1.58,40.09,1.4,41.75,1.78,38.58,1.72,79.71,1.15,1
CT4417,PL335062,69.7,1.31,70.48,1.28,69.03,1.33,69.82,1.34,88.6,1.51,1
CT2500,PL735567,40.38,1.78,40.59,1.63,40.16,1.71,40.59,1.86,60.66,0.92,1
CT4185,PL734947,48.58,1.77,49.25,1.81,48.04,1.94,47.14,1.6,58.58,0.95,1
CT0669,PL320156,69.36,0.84,66.64,0.89,70.55,0.82,69.89,0.69,45.21,1.29,0
CT4922,PL811935,78.82,0.49,81.78,0.58,78.43,0.39,76.19,0.55,38.77,0.39,0
CT2125,PL829678,72.45,1.93,70.86,1.93,72.59,1.82,69.67,2.2,34.17,1.61,0
CT3366,PL790885,76.5,1.08,72.43,0.91,76.93,0.92,75.84,1.0,43.2,0.58,0
CT2144,PL652829,53.13,1.2,53.1,1.21,51.68,1.24,53.02,1.09,31.7,0.45,0
CT2774,PL408623,30.88,1.88,28.13,1.94,33.64,2.0,29.41,1.81,41.32,0.79,1
CT0523,PL970045,73.98,0.8,75.01,0.86,76.55,0.79,74.5,0.79,54.78,0.47,0
CT1412,PL200158,30.63,1.18,29.88,1.15,26.51,1.42,33.33,1.25,32.49,0.39,0
CT4812,PL228389,40.64,0.64,42.2,0.71,38.93,0.84,47.07,0.59,50.07,0.42,1
CT3104,PL552776,42.39,1.12,42.17,0.99,41.84,1.07,40.13,1.14,86.01,0.47,1
CT3241,PL119033,70.36,0.63,75.05,0.69,72.15,0.66,72.88,0.46,89.51,1.97,1
CT1938,PL666161,60.22,1.38,61.02,1.4,59.45,1.43,59.64,1.37,52.27,1.26,0
CT3996,PL253262,51.38,1.99,52.96,1.86,49.96,1.89,52.62,2.04,66.55,1.19,1
CT1291,PL692016,43.95,1.8,41.37,1.8,43.14,1.76,45.11,1.79,73.01,1.92,1
CT4510,PL865348,66.98,1.26,68.57,1.2,64.81,1.23,66.54,1.28,30.61,1.0,0
CT2626,PL732259,65.1,0.91,64.16,0.81,62.32,0.97,68.14,0.95,74.58,1.49,1
CT3004,PL780481,37.51,0.78,36.76,0.71,40.23,0.72,36.33,0.76,65.15,0.39,1
CT1743,PL469040,43.06,1.14,39.37,1.16,38.37,1.09,43.64,1.04,83.72,1.06,1
CT3279,PL180073,45.41,1.48,45.57,1.48,46.23,1.42,43.48,1.43,83.26,0.38,1
CT2809,PL743552,50.14,0.96,48.74,0.83,46.79,0.93,46.32,0.87,47.67,1.68,0
CT3583,PL280231,44.29,1.67,42.75,1.58,44.07,1.7,45.25,1.54,52.18,1.39,0
CT3041,PL844149,88.82,0.79,90.51,0.68,88.25,0.71,87.81,0.77,73.67,1.4,0
CT0327,PL465871,74.96,1.85,74.67,1.84,78.29,1.89,76.5,1.87,39.68,1.72,0
CT2454,PL221863,47.73,0.99,51.24,0.82,47.9,1.11,47.85,0.97,52.0,1.41,0
CT1953,PL111303,79.22,1.45,82.14,1.58,80.44,1.55,82.21,1.29,88.18,1.37,0
CT2683,PL640302,50.29,1.41,50.83,1.5,50.3,1.38,50.11,1.4,45.69,1.64,0
CT2092,PL395900,63.33,0.66,63.02,0.6,64.71,0.59,60.35,0.73,36.48,1.81,0
CT2673,PL295246,33.85,0.38,35.52,0.37,35.05,0.34,29.94,0.48,57.53,1.97,1
CT2733,PL372900,62.48,0.78,62.41,0.83,64.92,0.71,67.76,0.71,58.04,1.47,0
CT4722,PL408617,61.64,1.28,60.78,1.29,62.0,1.29,60.04,1.29,44.2,1.36,0
CT0949,PL192193,86.41,0.53,82.42,0.45,87.86,0.5,87.63,0.5,63.47,1.08,0
CT1546,PL368294,87.43,1.46,84.7,1.32,88.1,1.6,88.84,1.38,40.59,1.73,0
CT3565,PL647936,69.0,0.73,71.06,0.76,66.64,0.53,68.88,0.64,32.73,0.58,0
CT3392,PL549830,31.3,0.42,32.6,0.4,30.49,0.43,29.54,0.27,41.48,1.77,1
CT3676,PL633634,50.38,0.76,52.69,0.69,50.55,0.63,48.74,0.91,77.73,1.52,1
CT3889,PL773590,38.88,2.0,38.48,1.98,38.26,2.03,35.56,1.72,37.71,1.47,0
CT4676,PL776296,52.98,1.4,52.81,1.4,52.73,1.43,54.97,1.54,65.09,1.14,1
CT2667,PL443715,45.31,1.43,41.71,1.48,43.21,1.44,44.08,1.39,55.08,0.73,1
CT4316,PL908258,81.51,1.12,77.29,1.14,82.76,1.07,80.82,1.08,37.64,1.28,0
CT3463,PL349430,66.38,1.07,68.77,1.06,66.81,1.03,68.06,1.09,82.31,1.97,1
CT3923,PL891842,49.39,2.0,51.26,1.96,50.44,2.05,49.49,2.03,36.35,1.35,0
CT2542,PL179973,46.27,0.83,45.12,0.86,44.52,0.87,51.27,0.76,51.1,0.56,0
CT4581,PL314764,81.52,1.21,78.28,1.15,81.76,1.18,84.71,1.17,64.39,1.35,0
CT3829,PL443912,56.51,1.88,56.78,1.97,58.12,1.68,56.93,1.93,81.92,1.91,1
CT0106,PL707086,55.83,0.85,54.73,0.85,55.93,0.99,56.2,0.9,78.52,1.99,1
CT3898,PL462455,79.46,1.53,76.35,1.33,79.4,1.56,82.57,1.29,73.73,1.17,0
CT4781,PL717632,74.3,0.73,73.16,0.75,72.26,0.75,71.69,0.62,37.54,0.79,0
CT0763,PL314532,76.4,1.26,77.16,1.52,78.36,1.36,72.9,1.23,80.33,1.95,0
CT0339,PL628787,64.52,1.0,66.01,0.9,62.7,1.17,63.58,1.06,61.07,1.66,0
CT4632,PL983096,76.31,1.37,75.48,1.41,75.02,1.32,75.48,1.37,53.89,1.65,0
CT1144,PL462920,35.97,2.0,37.57,2.04,36.29,2.02,33.68,1.97,79.08,1.44,1
CT0519,PL860463,54.14,1.79,53.58,1.72,52.03,1.84,52.09,1.74,66.13,1.48,1
CT4067,PL724411,52.74,0.41,52.37,0.38,53.4,0.44,52.13,0.45,79.06,1.97,1
CT0142,PL130535,74.41,1.52,73.68,1.44,71.01,1.51,72.24,1.46,44.12,0.98,0
CT3974,PL866535,81.27,0.55,81.2,0.57,82.78,0.58,76.75,0.61,86.46,1.75,0
CT0054,PL665894,39.44,1.83,39.74,1.86,36.89,1.72,39.59,1.73,86.19,0.44,1
CT3142,PL951378,51.52,1.24,52.2,1.32,49.46,1.1,51.42,1.17,60.72,0.51,1
CT0808,PL966651,48.79,0.78,51.53,0.88,51.9,0.81,52.05,0.83,66.58,1.12,1
CT2139,PL430904,38.18,1.41,41.86,1.38,36.71,1.54,37.04,1.57,65.82,1.68,1
CT1074,PL195257,45.56,1.36,47.64,1.29,43.5,1.27,46.19,1.36,86.86,1.01,1
CT1483,PL249521,57.07,0.51,53.26,0.58,56.21,0.71,55.13,0.82,31.09,0.65,0
CT4634,PL756761,74.9,0.85,74.65,0.9,74.74,0.94,76.99,0.78,85.16,1.12,1
CT1060,PL470608,63.97,1.26,64.93,1.27,66.48,1.16,67.29,1.34,84.83,0.6,1
CT4205,PL624628,77.26,0.75,75.17,0.68,77.93,0.65,78.21,0.82,32.36,1.31,0
CT0459,PL598863,57.79,1.1,56.52,1.05,59.48,1.12,56.14,1.17,72.19,1.75,1
CT1207,PL666821,81.78,1.02,84.25,1.11,81.73,1.24,81.61,1.12,59.66,0.86,0
CT4754,PL782405,49.0,1.24,48.2,1.17,49.3,1.19,49.67,1.37,79.55,0.75,1
CT0952,PL238311,56.29,1.73,55.41,1.77,53.41,1.72,55.19,1.75,80.94,0.48,1
CT0583,PL876665,44.78,1.9,46.15,2.06,44.21,1.97,45.9,1.86,33.37,1.1,0
CT0211,PL910208,34.63,1.98,36.61,2.03,33.99,1.98,32.8,2.15,45.82,0.56,1
CT2632,PL666956,56.14,0.47,59.95,0.42,55.25,0.6,59.08,0.57,58.06,0.57,0
CT4639,PL464662,66.22,0.39,66.48,0.39,63.54,0.2,66.01,0.3,64.41,0.7,0
CT0012,PL187498,45.17,1.95,47.02,1.93,47.89,1.94,46.04,2.02,51.05,0.73,0
CT3252,PL770739,30.95,1.84,28.35,1.77,30.51,1.84,29.31,1.82,44.11,1.37,1
CT3274,PL203892,53.37,0.99,54.0,0.98,53.47,1.04,52.94,0.99,46.01,0.79,0
CT1784,PL194071,40.05,1.62,39.32,1.76,41.4,1.64,41.41,1.55,88.04,0.52,1
CT1391,PL600315,61.42,1.66,60.02,1.67,59.51,1.68,59.55,1.79,45.72,1.96,0
CT2873,PL322317,40.44,0.88,37.46,0.84,42.06,0.97,40.3,1.07,35.9,0.83,0
CT3940,PL509940,81.3,1.89,82.26,1.99,84.26,1.84,80.93,1.68,38.29,1.09,0
CT3967,PL707564,40.84,1.81,44.6,1.73,38.41,1.72,39.14,1.88,59.65,1.68,1
CT4233,PL275767,64.3,1.63,65.6,1.45,66.35,1.59,64.25,1.74,68.83,0.65,0
CT4538,PL467570,40.09,0.43,38.36,0.42,37.33,0.43,40.8,0.5,36.13,0.57,0
CT0001,PL221958,82.96,1.46,79.56,1.45,85.63,1.39,82.22,1.36,73.68,1.63,0
CT3887,PL964434,89.89,0.47,89.81,0.5,89.29,0.31,85.94,0.6,88.47,0.42,0
CT4156,PL781777,50.27,1.47,52.42,1.53,48.63,1.46,49.62,1.5,67.93,1.18,1
CT0401,PL850020,32.72,1.98,31.88,2.09,33.15,2.09,32.81,2.12,70.72,0.43,1
CT2696,PL642015,38.38,1.04,35.96,0.88,39.14,1.12,40.09,0.84,86.83,1.97,1
CT3871,PL323563,55.57,0.86,56.92,0.83,54.14,0.86,52.58,0.76,89.92,1.68,1
CT1639,PL784733,48.53,1.72,47.57,1.75,48.47,1.79,50.47,1.83,83.7,0.99,1
CT4479,PL937393,50.92,1.48,50.36,1.41,50.23,1.68,52.14,1.43,51.05,0.86,0
CT3811,PL935869,83.21,1.6,84.92,1.53,83.49,1.7,81.84,1.68,68.37,1.77,0
CT2023,PL363579,67.45,1.83,66.97,1.85,66.81,1.88,66.47,1.75,83.05,1.32,1
CT3208,PL785166,32.28,1.89,29.85,1.92,29.59,2.05,33.29,2.04,81.05,1.3,1
CT1818,PL919471,46.88,1.3,44.72,1.34,47.5,1.17,48.61,1.14,71.29,0.5,1
CT2978,PL322084,82.14,0.74,83.47,0.78,80.08,0.66,83.02,0.7,50.7,0.79,0
CT0276,PL561079,45.29,1.22,45.91,1.16,45.58,1.37,41.08,1.12,69.13,1.18,1
CT1388,PL100126,82.2,1.25,82.99,1.25,80.01,1.26,85.12,1.36,54.57,0.72,0
CT4751,PL659351,73.57,1.54,76.52,1.62,70.38,1.49,75.14,1.59,88.33,0.56,1
CT1090,PL345121,42.98,0.44,46.35,0.4,44.77,0.5,44.71,0.18,60.83,1.27,1
CT1179,PL843246,72.08,0.43,73.51,0.4,72.31,0.3,67.8,0.36,39.86,1.41,0
CT2949,PL535684,67.93,1.27,65.6,1.3,69.05,1.27,64.56,1.24,78.12,0.67,1
CT4062,PL336440,64.62,1.79,64.96,1.75,62.24,1.78,58.21,1.92,73.93,1.25,1
CT2091,PL984315,41.5,1.58,42.57,1.63,40.52,1.7,39.86,1.25,65.72,0.61,1
CT1351,PL247550,57.13,1.63,60.57,1.66,55.65,1.55,55.58,1.49,46.0,1.66,0
CT1926,PL426916,77.59,0.61,75.15,0.51,77.51,0.66,76.97,0.55,69.38,0.53,0
CT2335,PL309373,51.58,1.2,52.14,1.27,52.49,1.15,53.11,1.2,77.2,0.41,1
CT2720,PL735232,71.03,1.31,67.48,1.49,67.23,1.3,73.05,1.22,87.1,1.47,1
CT3377,PL687100,36.15,1.37,38.42,1.32,37.87,1.41,36.42,1.36,82.74,1.42,1
CT4545,PL253077,35.64,1.28,30.88,1.32,37.12,1.39,36.24,1.37,49.99,1.46,1
CT2022,PL423390,45.71,1.97,46.23,1.78,50.56,2.04,42.18,1.89,53.73,1.89,0
CT3028,PL404224,80.74,1.77,82.2,1.7,79.07,1.8,79.27,1.65,62.57,1.9,0
CT3273,PL959877,36.61,1.29,36.38,1.34,35.92,1.41,39.03,1.18,66.32,1.25,1
CT2792,PL837565,33.33,0.44,34.63,0.45,31.83,0.43,34.26,0.46,89.14,0.66,1
CT4026,PL355948,32.96,1.63,32.23,1.47,36.87,1.84,33.37,1.59,79.31,0.96,1
CT0828,PL906991,68.85,0.56,69.36,0.63,69.53,0.43,65.61,0.51,37.61,0.69,0
CT2490,PL258056,73.09,0.83,75.31,0.8,76.37,0.67,74.87,0.81,33.23,1.13,0
CT1374,PL641656,42.89,1.89,42.66,1.7,42.61,1.84,41.24,2.04,83.92,1.2,1
CT1187,PL625134,67.36,1.85,65.62,1.9,67.61,1.92,68.02,1.87,58.33,0.48,0
CT4693,PL917563,48.75,0.99,46.18,0.97,48.65,0.96,45.33,0.91,78.08,1.92,1
CT5000,PL924834,78.34,0.89,75.6,0.69,75.74,1.0,79.01,0.89,81.84,1.43,0
CT2458,PL600726,81.11,0.91,80.27,0.87,78.86,0.89,80.11,0.8,54.61,0.47,0
CT4738,PL175451,59.01,0.76,60.36,0.67,58.1,0.84,60.75,0.73,64.27,0.58,0
CT2055,PL842406,52.83,0.95,54.67,1.05,53.86,1.01,54.51,0.96,67.87,1.87,1
CT4114,PL742249,72.03,0.85,70.81,0.83,72.9,0.77,75.34,0.98,48.59,1.88,0
CT4640,PL381755,36.32,1.56,36.47,1.64,38.17,1.54,35.94,1.36,87.73,1.81,1
CT0466,PL544209,57.69,0.84,57.72,0.7,56.78,0.86,55.85,0.87,87.29,0.53,1
CT2111,PL971408,74.32,1.59,76.11,1.4,73.49,1.71,72.89,1.54,56.7,1.56,0
CT4951,PL193330,47.39,1.89,47.38,2.09,47.35,1.89,47.93,1.93,67.66,1.83,1
CT4998,PL998662,78.67,1.31,80.7,1.21,78.73,1.46,79.43,1.41,60.31,1.93,0
CT3026,PL103631,89.76,0.45,89.9,0.57,93.38,0.44,91.87,0.43,72.25,0.48,0
CT3055,PL873319,34.84,0.98,33.99,1.19,33.72,0.92,34.89,0.82,44.08,1.28,1
CT0333,PL798376,70.74,1.56,72.63,1.5,71.34,1.69,68.88,1.57,32.87,0.38,0
CT0378,PL956703,30.93,1.46,31.86,1.44,32.92,1.44,32.3,1.54,47.11,1.11,1
CT1420,PL157545,43.6,0.92,40.65,0.87,43.29,0.77,43.95,0.91,52.59,0.57,1
CT3907,PL257584,62.13,0.92,61.59,1.01,59.95,0.91,58.24,0.93,55.39,1.89,0
CT1415,PL532498,77.16,0.48,74.26,0.53,77.73,0.42,75.34,0.46,84.71,0.59,1
CT2827,PL296049,31.06,1.64,27.99,1.46,27.77,1.66,31.04,1.81,62.71,1.29,1
CT3285,PL389910,68.32,0.67,66.57,0.79,69.65,0.64,65.73,0.82,86.51,1.51,1
CT0631,PL990123,40.21,1.7,39.1,1.69,37.52,1.53,39.97,1.68,60.61,0.43,1
CT1706,PL716036,66.0,1.52,65.71,1.66,64.5,1.53,66.86,1.5,67.21,0.94,0
CT4813,PL813987,36.58,0.39,35.07,0.44,38.88,0.61,39.28,0.44,54.81,0.41,1
CT3414,PL764917,55.58,0.39,56.7,0.42,55.48,0.39,53.77,0.33,84.92,1.34,1
CT0855,PL645735,86.99,1.33,87.36,1.32,86.6,1.32,87.88,1.33,85.75,0.96,0
CT0623,PL814635,67.83,1.03,70.09,0.96,66.54,0.85,65.45,1.1,65.73,1.47,0
CT2427,PL348500,45.52,2.0,42.68,2.02,47.22,1.96,44.13,1.95,66.22,1.02,1
CT1506,PL730235,54.82,1.41,53.17,1.56,58.82,1.52,58.16,1.25,52.46,0.94,0
CT0241,PL165318,82.42,1.46,83.69,1.34,79.19,1.43,82.76,1.28,55.02,1.25,0
CT0920,PL100404,40.96,1.32,40.57,1.24,40.56,1.35,40.09,1.33,51.66,0.99,1
CT2357,PL847512,60.17,1.87,60.84,1.84,57.62,1.95,61.95,1.91,75.47,0.91,1
CT3581,PL958379,33.95,1.49,31.8,1.71,32.21,1.56,33.14,1.33,63.06,1.19,1
CT3656,PL395138,79.12,0.92,77.82,0.96,78.18,0.8,77.74,0.96,48.51,1.04,0
CT1844,PL845453,82.65,1.3,82.4,1.32,83.06,1.3,81.02,1.17,53.3,0.57,0
CT2032,PL883066,77.78,0.49,74.61,0.32,78.13,0.49,76.78,0.42,78.35,1.53,0
CT2012,PL358722,64.99,0.39,66.87,0.21,65.29,0.32,64.78,0.38,35.25,1.64,0
CT1036,PL272312,33.14,0.71,32.53,0.68,34.69,0.64,32.31,0.89,73.07,0.81,1
CT1046,PL157108,46.66,0.4,43.99,0.33,46.85,0.21,45.67,0.39,36.53,1.25,0
CT3045,PL107099,37.3,1.91,38.67,1.98,37.0,1.93,38.53,1.94,88.22,1.87,1
CT3297,PL209079,59.02,0.78,57.9,0.88,58.82,0.65,58.12,0.69,85.41,0.9,1
CT0635,PL604999,89.2,0.91,92.97,0.86,89.91,0.86,89.4,0.76,86.03,1.38,0
CT4994,PL920580,58.72,1.85,59.6,1.83,55.88,1.8,56.44,1.67,84.2,0.78,1
